DEBUG:urllib3.connectionpool:Starting new HTTPS connection (4): huggingface.co:443
DEBUG:urllib3.connectionpool:https://huggingface.co:443 "HEAD /TheBloke/zephyr-7B-beta-AWQ/resolve/main/tokenizer_config.json HTTP/1.1" 200 0
DEBUG:urllib3.connectionpool:https://huggingface.co:443 "HEAD /TheBloke/zephyr-7B-beta-AWQ/resolve/main/config.json HTTP/1.1" 200 0
DEBUG:urllib3.connectionpool:https://huggingface.co:443 "GET /api/models/TheBloke/zephyr-7B-beta-AWQ/revision/main HTTP/1.1" 200 2421
INFO:accelerate.utils.modeling:We will use 90% of the memory on device 0 for storing the model, and 10% for the buffer to avoid OOM. You can set `max_memory` in to a higher value to use more memory (at your own risk).
DEBUG:root:27855;n_input=1996;n_output=2562;14.69374676199999;False
DEBUG:root:53341;n_input=660;n_output=729;2.118952061000016;True
DEBUG:root:46705;n_input=687;n_output=759;2.148801261000017;True
DEBUG:root:14760;n_input=704;n_output=786;2.555504675999998;True
DEBUG:root:48185;n_input=991;n_output=1153;4.321485711999969;True
DEBUG:root:27605;n_input=707;n_output=790;2.4876939599999446;True
DEBUG:root:18460;n_input=1142;n_output=1326;5.084285126999987;False
DEBUG:root:18976;n_input=809;n_output=954;3.741563573999997;False
DEBUG:root:47656;n_input=749;n_output=848;2.7168785360000243;True
DEBUG:root:17385;n_input=1183;n_output=1436;6.6058936350000295;False
DEBUG:root:47438;n_input=793;n_output=890;2.94083519000003;True
DEBUG:root:35774;n_input=814;n_output=931;3.172697473000028;True
DEBUG:root:44251;n_input=709;n_output=777;2.1542562889999886;True
DEBUG:root:36356;n_input=729;n_output=826;2.735347820999948;True
DEBUG:root:15005;n_input=690;n_output=762;2.201064997000003;True
DEBUG:root:46396;n_input=780;n_output=917;3.60296798600001;True
DEBUG:root:39776;n_input=673;n_output=747;2.2978137389999915;True
DEBUG:root:49974;n_input=713;n_output=780;2.0784226199999694;True
DEBUG:root:40859;n_input=702;n_output=782;2.3380788360000224;True
DEBUG:root:11570;n_input=711;n_output=804;2.6124748369999793;True
DEBUG:root:22387;n_input=1330;n_output=1478;4.7800028089999955;True
DEBUG:root:23551;n_input=1878;n_output=2352;12.299185543999954;False
DEBUG:root:35474;n_input=708;n_output=794;2.6554276269999946;True
DEBUG:root:46381;n_input=687;n_output=742;1.816963573999999;True
DEBUG:root:41443;n_input=696;n_output=769;2.2540603250000117;True
DEBUG:root:43738;n_input=705;n_output=772;2.0673261080000316;True
DEBUG:root:26147;n_input=1324;n_output=1407;3.3727103030000194;True
DEBUG:root:8366;n_input=1586;n_output=5682;89.84361716699999;False
DEBUG:root:8883;n_input=695;n_output=757;2.1113890720000086;True
DEBUG:root:46283;n_input=732;n_output=801;2.152029060000018;True
DEBUG:root:8513;n_input=702;n_output=776;2.363928547999933;True
DEBUG:root:45828;n_input=714;n_output=791;2.3063113160000057;True
DEBUG:root:13977;n_input=793;n_output=947;4.037517649999927;True
DEBUG:root:6521;n_input=727;n_output=825;2.8310961600000155;True
DEBUG:root:33334;n_input=690;n_output=772;2.372612219000075;True
DEBUG:root:9514;n_input=737;n_output=834;2.8199040659999355;True
DEBUG:root:24144;n_input=633;n_output=4099;74.5182471820001;False
DEBUG:root:6969;n_input=856;n_output=946;2.8757859260000487;True
DEBUG:root:39942;n_input=716;n_output=786;2.12299154599998;True
DEBUG:root:21226;n_input=758;n_output=844;2.679222639000045;True
DEBUG:root:2161;n_input=707;n_output=803;2.6635580959999743;True
DEBUG:root:31825;n_input=664;n_output=719;1.939735306999978;True
DEBUG:root:3207;n_input=721;n_output=802;2.427126266000073;True
DEBUG:root:48433;n_input=682;n_output=742;2.1083826210000325;True
DEBUG:root:39195;n_input=666;n_output=741;2.2078678789999913;True
DEBUG:root:4025;n_input=751;n_output=849;2.8034706699999106;True
DEBUG:root:21726;n_input=704;n_output=769;2.1522238719999223;False
DEBUG:root:18147;n_input=662;n_output=728;2.020525416000055;True
